drugbank_id	interacting_drugbank_id	name	description
DB00261	DB01296	Glucosamine	
DB00261	DB01109	Heparin	
DB00261	DB00078	Ibritumomab	
DB00261	DB00834	Mifepristone	
DB00261	DB08935	Obinutuzumab	
DB00261	DB00806	Pentoxifylline	
DB00261	DB00498	Phenindione	
DB00261	DB00946	Phenprocoumon	
DB00261	DB00015	Reteplase	
DB00261	DB01207	Ridogrel	
DB00261	DB08931	Riociguat	
DB00261	DB06228	Rivaroxaban	
DB00261	DB01398	Salicylate-sodium	
DB00261	DB00086	Streptokinase	
DB00261	DB06271	Sulodexide	
DB00261	DB00031	Tenecteplase	
DB00261	DB00932	Tipranavir	
DB00261	DB00374	Treprostinil	
DB00261	DB00013	Urokinase	
DB00261	DB00163	Vitamin E	
DB00261	DB00682	Warfarin	
DB00262	DB00501	Cimetidine	
DB00262	DB00363	Clozapine	
DB00262	DB06643	Denosumab	
DB00262	DB00120	L-Phenylalanine	
DB00262	DB01097	Leflunomide	
DB00262	DB01042	Melphalan	
DB00262	DB00108	Natalizumab	
DB00262	DB00337	Pimecrolimus	
DB00262	DB01656	Roflumilast	
DB00262	DB06688	Sipuleucel-T	
DB00262	DB08895	Tofacitinib	
DB00262	DB00072	Trastuzumab	
DB00263	DB00414	Acetohexamide	
DB00263	DB00945	Acetylsalicylic acid	
DB00263	DB08916	Afatinib	
DB00263	DB00802	Alfentanil	
DB00263	DB06203	Alogliptin	
DB00263	DB00404	Alprazolam	
DB00263	DB00381	Amlodipine	
DB00263	DB01427	Amrinone	
DB00263	DB01238	Aripiprazole	
DB00263	DB01076	Atorvastatin	
DB00263	DB06237	Avanafil	
DB00263	DB01244	Bepridil	
DB00263	DB00559	Bosentan	
DB00263	DB06616	Bosutinib	
DB00263	DB08870	Brentuximab vedotin	
DB00263	DB04830	Buformin	
DB00263	DB00490	Buspirone	
DB00263	DB08907	Canagliflozin	
DB00263	DB00564	Carbamazepine	
DB00263	DB01136	Carvedilol	
DB00263	DB00672	Chlorpropamide	
DB00263	DB01166	Cilostazol	
DB00263	DB00604	Cisapride	
DB00263	DB00758	Clopidogrel	
DB00263	DB00363	Clozapine	
DB00263	DB01394	Colchicine	
DB00263	DB00872	Conivaptan	
DB00263	DB06695	Dabigatran etexilate	
DB00263	DB08912	Dabrafenib	
DB00263	DB04884	Dapoxetine	
DB00263	DB01254	Dasatinib	
DB00263	DB01609	Deferasirox	
DB00263	DB02901	Dihydrotestosterone	
DB00263	DB00280	Disopyramide	
DB00263	DB01184	Domperidone	
DB00263	DB00470	Dronabinol	
DB00263	DB00216	Eletriptan	
DB00263	DB00700	Eplerenone	
DB00263	DB01215	Estazolam	
DB00263	DB01590	Everolimus	
DB00263	DB01276	Exenatide	
DB00263	DB01023	Felodipine	
DB00263	DB00813	Fentanyl	
DB00263	DB00950	Fexofenadine	
DB00263	DB00196	Fluconazole	
DB00263	DB04841	Flunarizine	
DB00263	DB06717	Fosaprepitant	
DB00263	DB00996	Gabapentin	
DB00263	DB01120	Gliclazide	
DB00263	DB00222	Glimepiride	
DB00263	DB01067	Glipizide	
DB00263	DB01251	Gliquidone	
DB00263	DB00040	Glucagon recombinant	
DB00263	DB01016	Glyburide	
DB00263	DB00956	Hydrocodone	
DB00263	DB01181	Ifosfamide	
DB00263	DB00619	Imatinib	
DB00263	DB01306	Insulin Aspart	
DB00263	DB01307	Insulin Detemir	
DB00263	DB00047	Insulin Glargine	
DB00263	DB01309	Insulin Glulisine	
DB00263	DB00046	Insulin Lispro	
DB00263	DB00030	Insulin Regular	
DB00263	DB08914	Insulin, isophane	
DB00263	DB00071	Insulin, porcine	
DB00263	DB00270	Isradipine	
DB00263	DB08820	Ivacaftor	
DB00263	DB06218	Lacosamide	
DB00263	DB00555	Lamotrigine	
DB00263	DB09027	Ledipasvir	
DB00263	DB00528	Lercanidipine	
DB00263	DB08882	Linagliptin	
DB00263	DB08827	Lomitapide	
DB00263	DB00227	Lovastatin	
DB00263	DB08933	LULICONAZOLE	
DB00263	DB08815	Lurasidone	
DB00263	DB00653	Magnesium Sulfate	
DB00263	DB01071	Mequitazine	
DB00263	DB00331	Metformin	
DB00263	DB00563	Methotrexate	
DB00263	DB00683	Midazolam	
DB00263	DB00834	Mifepristone	
DB00263	DB01252	Mitiglinide	
DB00263	DB00648	Mitotane	
DB00263	DB00731	Nateglinide	
DB00263	DB00622	Nicardipine	
DB00263	DB00393	Nimodipine	
DB00263	DB00401	Nisoldipine	
DB00263	DB01054	Nitrendipine	
DB00263	DB04938	Ospemifene	
DB00263	DB00621	Oxandrolone	
DB00263	DB00497	Oxycodone	
DB00263	DB06589	Pazopanib	
DB00263	DB00082	Pegvisomant	
DB00263	DB01074	Perhexiline	
DB00263	DB00914	Phenformin	
DB00263	DB00337	Pimecrolimus	
DB00263	DB01100	Pimozide	
DB00263	DB01132	Pioglitazone	
DB00263	DB08860	Pitavastatin	
DB00263	DB00707	Porfimer	
DB00263	DB00175	Pravastatin	
DB00263	DB04825	Prenylamine	
DB00263	DB00721	Procaine	
DB00263	DB00908	Quinidine	
DB00263	DB00468	Quinine	
DB00263	DB00243	Ranolazine	
DB00263	DB00912	Repaglinide	
DB00263	DB01220	Rifaximin	
DB00263	DB08864	Rilpivirine	
DB00263	DB00884	Risedronate	
DB00263	DB06228	Rivaroxaban	
DB00263	DB01398	Salicylate-sodium	
DB00263	DB00938	Salmeterol	
DB00263	DB06335	Saxagliptin	
DB00263	DB00203	Sildenafil	
DB00263	DB06207	Silodosin	
DB00263	DB09036	Siltuximab	
DB00263	DB06290	Simeprevir	
DB00263	DB00641	Simvastatin	
DB00263	DB00877	Sirolimus	
DB00263	DB06271	Sulodexide	
DB00263	DB09034	Suvorexant	
DB00263	DB05521	Telaprevir	
DB00263	DB06287	Temsirolimus	
DB00263	DB00342	Terfenadine	
DB00263	DB00624	Testosterone	
DB00263	DB00599	Thiopental	
DB00263	DB06273	Tocilizumab	
DB00263	DB01124	Tolbutamide	
DB00263	DB06212	Tolvaptan	
DB00263	DB01030	Topotecan	
DB00263	DB05109	Trabectedin	
DB00263	DB00897	Triazolam	
DB00263	DB08867	Ulipristal	
DB00263	DB00862	Vardenafil	
DB00263	DB00661	Verapamil	
DB00263	DB00460	Verteporfin	
DB00263	DB06684	Vilazodone	
DB00263	DB04876	Vildagliptin	
DB00263	DB01198	Zopiclone	
DB00264	DB05812	Abiraterone	
DB00264	DB03128	Acetylcholine	
DB00264	DB01143	Amifostine	
DB00264	DB01118	Amiodarone	
DB00264	DB01238	Aripiprazole	
DB00264	DB06697	Artemether	
DB00264	DB01158	Bretylium	
DB00264	DB00297	Bupivacaine	
DB00264	DB01156	Bupropion	
DB00264	DB00237	Butabarbital	
DB00264	DB01353	Butethal	
DB00264	DB00411	Carbachol	
DB00264	DB00482	Celecoxib	
DB00264	DB00608	Chloroquine	
DB00264	DB00477	Chlorpromazine	
DB00264	DB00501	Cimetidine	
DB00264	DB01012	Cinacalcet	
DB00264	DB00349	Clobazam	
DB00264	DB01242	Clomipramine	
DB00264	DB00363	Clozapine	
DB00264	DB00907	Cocaine	
DB00264	DB00496	Darifenacin	
DB00264	DB01264	Darunavir	
DB00264	DB00705	Delavirdine	
DB00264	DB01151	Desipramine	
DB00264	DB01119	Diazoxide	
DB00264	DB00975	Dipyridamole	
DB00264	DB00280	Disopyramide	
DB00264	DB04855	Dronedarone	
DB00264	DB00476	Duloxetine	
DB00264	DB09039	Eliglustat	
DB00264	DB08868	Fingolimod	
DB00264	DB08976	Floctafenine	
DB00264	DB00472	Fluoxetine	
DB00264	DB00502	Haloperidol	
DB00264	DB01354	Heptabarbital	
DB00264	DB01355	Hexobarbital	
DB00264	DB00458	Imipramine	
DB00264	DB00951	Isoniazid	
DB00264	DB06218	Lacosamide	
DB00264	DB00528	Lercanidipine	
DB00264	DB01601	Lopinavir	
DB00264	DB04871	Lorcaserin	
DB00264	DB06708	Lumefantrine	
DB00264	DB00961	Mepivacaine	
DB00264	DB06709	Methacholine	
DB00264	DB00333	Methadone	
DB00264	DB00474	Methohexital	
DB00264	DB01403	Methotrimeprazine	
DB00264	DB00422	Methylphenidate	
DB00264	DB00211	Midodrine	
DB00264	DB08893	Mirabegron	
DB00264	DB04868	Nilotinib	
DB00264	DB08935	Obinutuzumab	
DB00264	DB06603	Panobinostat	
DB00264	DB00715	Paroxetine	
DB00264	DB00022	Peginterferon alfa-2b	
DB00264	DB00312	Pentobarbital	
DB00264	DB00806	Pentoxifylline	
DB00264	DB00794	Primidone	
DB00264	DB00420	Promazine	
DB00264	DB01182	Propafenone	
DB00264	DB00908	Quinidine	
DB00264	DB00468	Quinine	
DB00264	DB08896	Regorafenib	
DB00264	DB00206	Reserpine	
DB00264	DB00734	Risperidone	
DB00264	DB00503	Ritonavir	
DB00264	DB00073	Rituximab	
DB00264	DB00989	Rivastigmine	
DB00264	DB08877	Ruxolitinib	
DB00264	DB00418	Secobarbital	
DB00264	DB01104	Sertraline	
DB00264	DB00820	Tadalafil	
DB00264	DB00679	Thioridazine	
DB00264	DB00208	Ticlopidine	
DB00264	DB00932	Tipranavir	
DB00264	DB08895	Tofacitinib	
DB00264	DB00752	Tranylcypromine	
DB00264	DB00862	Vardenafil	
DB00264	DB01392	Yohimbine	
DB00266	DB00054	Abciximab	
DB00266	DB01418	Acenocoumarol	
DB00266	DB00945	Acetylsalicylic acid	
DB00266	DB00009	Alteplase	
DB00266	DB00233	Aminosalicylic Acid	
DB00266	DB00261	Anagrelide	
DB00266	DB06605	Apixaban	
DB00266	DB00278	Argatroban	
DB00266	DB01294	Bismuth Subsalicylate	
DB00266	DB00006	Bivalirudin	
DB00266	DB00482	Celecoxib	
DB00266	DB01166	Cilostazol	
DB00266	DB00215	Citalopram	
DB00266	DB00758	Clopidogrel	
DB00266	DB04839	Cyproterone acetate	
DB00266	DB06695	Dabigatran etexilate	
DB00266	DB06779	Dalteparin	
DB00266	DB06754	Danaparoid	
DB00266	DB01254	Dasatinib	
DB00266	DB01609	Deferasirox	
DB00266	DB00304	Desogestrel	
DB00266	DB06700	Desvenlafaxine	
DB00266	DB00861	Diflunisal	
DB00266	DB00975	Dipyridamole	
DB00266	DB01395	Drospirenone	
DB00266	DB00476	Duloxetine	
DB00266	DB01225	Enoxaparin	
DB00266	DB01240	Epoprostenol	
DB00266	DB00063	Eptifibatide	
DB00266	DB01175	Escitalopram	
DB00266	DB04574	Estropipate	
DB00266	DB00977	Ethinyl Estradiol	
DB00266	DB00823	Ethynodiol	
DB00266	DB00749	Etodolac	
DB00266	DB00294	Etonogestrel	
DB00266	DB00573	Fenoprofen	
DB00266	DB08976	Floctafenine	
DB00266	DB00472	Fluoxetine	
DB00266	DB00176	Fluvoxamine	
DB00266	DB00569	Fondaparinux sodium	
DB00266	DB01109	Heparin	
DB00266	DB04865	Homoharringtonine	
DB00266	DB00078	Ibritumomab	
DB00266	DB01050	Ibuprofen	
DB00266	DB00159	Icosapent	
DB00266	DB08887	Icosapent ethyl	
DB00266	DB01088	Iloprost	
DB00266	DB00328	Indomethacin	
DB00266	DB01009	Ketoprofen	
DB00266	DB00465	Ketorolac	
DB00266	DB08918	Levomilnacipran	
DB00266	DB00367	Levonorgestrel	
DB00266	DB01397	Magnesium salicylate	
DB00266	DB00603	Medroxyprogesterone Acetate	
DB00266	DB00784	Mefenamic acid	
DB00266	DB00351	Megestrol acetate	
DB00266	DB00814	Meloxicam	
DB00266	DB01357	Mestranol	
DB00266	DB04896	Milnacipran	
DB00266	DB00461	Nabumetone	
DB00266	DB08813	Nadroparin	
DB00266	DB00788	Naproxen	
DB00266	DB06713	Norelgestromin	
DB00266	DB00717	Norethindrone	
DB00266	DB00957	Norgestimate	
DB00266	DB08935	Obinutuzumab	
DB00266	DB00991	Oxaprozin	
DB00266	DB00715	Paroxetine	
DB00266	DB00686	Pentosan Polysulfate	
DB00266	DB00592	Piperazine	
DB00266	DB00554	Piroxicam	
DB00266	DB06209	Prasugrel	
DB00266	DB00396	Progesterone	
DB00266	DB00015	Reteplase	
DB00266	DB06228	Rivaroxaban	
DB00266	DB01399	Salsalate	
DB00266	DB01104	Sertraline	
DB00266	DB00605	Sulindac	
DB00266	DB00031	Tenecteplase	
DB00266	DB01600	Tiaprofenic acid	
DB00266	DB08816	Ticagrelor	
DB00266	DB00208	Ticlopidine	
DB00266	DB06822	Tinzaparin	
DB00266	DB00932	Tipranavir	
DB00266	DB00775	Tirofiban	
DB00266	DB00500	Tolmetin	
DB00266	DB00081	Tositumomab	
DB00266	DB00374	Treprostinil	
DB00266	DB00285	Venlafaxine	
DB00266	DB06684	Vilazodone	
DB00266	DB00163	Vitamin E	
DB00266	DB09030	Vorapaxar	
DB00267	DB01418	Acenocoumarol	
DB00267	DB01032	Probenecid	
DB00268	DB00802	Alfentanil	
DB00268	DB00404	Alprazolam	
DB00268	DB06288	Amisulpride	
DB00268	DB00321	Amitriptyline	
DB00268	DB01351	Amobarbital	
DB00268	DB00543	Amoxapine	
DB00268	DB00972	Azelastine	
DB00268	DB00181	Baclofen	
DB00268	DB00484	Brimonidine	
DB00268	DB01558	Bromazepam	
DB00268	DB00835	Brompheniramine	
DB00268	DB00921	Buprenorphine	
DB00268	DB01156	Bupropion	
DB00268	DB00490	Buspirone	
DB00268	DB00237	Butabarbital	
DB00268	DB00241	Butalbital	
DB00268	DB00611	Butorphanol	
DB00268	DB00748	Carbinoxamine	
DB00268	DB00395	Carisoprodol	
DB00268	DB00341	Cetirizine	
DB00268	DB00475	Chlordiazepoxide	
DB00268	DB01114	Chlorphenamine	
DB00268	DB00356	Chlorzoxazone	
DB00268	DB00283	Clemastine	
DB00268	DB00771	Clidinium	
DB00268	DB00349	Clobazam	
DB00268	DB01242	Clomipramine	
DB00268	DB01068	Clonazepam	
DB00268	DB00575	Clonidine	
DB00268	DB00318	Codeine	
DB00268	DB01176	Cyclizine	
DB00268	DB00924	Cyclobenzaprine	
DB00268	DB00434	Cyproheptadine	
DB00268	DB01219	Dantrolene	
DB00268	DB01609	Deferasirox	
DB00268	DB01189	Desflurane	
DB00268	DB01151	Desipramine	
DB00268	DB00967	Desloratadine	
DB00268	DB00304	Desogestrel	
DB00268	DB00405	Dexbrompheniramine	
DB00268	DB00829	Diazepam	
DB00268	DB01501	Difenoxin	
DB00268	DB01551	Dihydrocodeine	
DB00268	DB00985	Dimenhydrinate	
DB00268	DB01081	Diphenoxylate	
DB00268	DB00366	Doxylamine	
DB00268	DB01395	Drospirenone	
DB00268	DB00228	Enflurane	
DB00268	DB00494	Entacapone	
DB00268	DB01215	Estazolam	
DB00268	DB04574	Estropipate	
DB00268	DB00402	Eszopiclone	
DB00268	DB00898	Ethanol	
DB00268	DB00977	Ethinyl Estradiol	
DB00268	DB00593	Ethosuximide	
DB00268	DB00754	Ethotoin	
DB00268	DB00823	Ethynodiol	
DB00268	DB04953	Ezogabine	
DB00268	DB00949	Felbamate	
DB00268	DB00813	Fentanyl	
DB00268	DB00950	Fexofenadine	
DB00268	DB04841	Flunarizine	
DB00268	DB00690	Flurazepam	
DB00268	DB00588	Fluticasone Propionate	
DB00268	DB01320	Fosphenytoin	
DB00268	DB00996	Gabapentin	
DB00268	DB08872	gabapentin enacarbil	
DB00268	DB01440	Gamma Hydroxybutyric Acid	
DB00268	DB01018	Guanfacine	
DB00268	DB00956	Hydrocodone	
DB00268	DB00327	Hydromorphone	
DB00268	DB00557	Hydroxyzine	
DB00268	DB00458	Imipramine	
DB00268	DB00753	Isoflurane	
DB00268	DB01221	Ketamine	
DB00268	DB00920	Ketotifen	
DB00268	DB00555	Lamotrigine	
DB00268	DB01202	Levetiracetam	
DB00268	DB01106	Levocabastine	
DB00268	DB06282	Levocetirizine	
DB00268	DB00854	Levorphanol	
DB00268	DB00455	Loratadine	
DB00268	DB00186	Lorazepam	
DB00268	DB00934	Maprotiline	
DB00268	DB00737	Meclizine	
DB00268	DB00371	Meprobamate	
DB00268	DB01357	Mestranol	
DB00268	DB00333	Methadone	
DB00268	DB00423	Methocarbamol	
DB00268	DB00474	Methohexital	
DB00268	DB05246	Methsuximide	
DB00268	DB00422	Methylphenidate	
DB00268	DB01233	Metoclopramide	
DB00268	DB00683	Midazolam	
DB00268	DB00370	Mirtazapine	
DB00268	DB00295	Morphine	
DB00268	DB00844	Nalbuphine	
DB00268	DB01595	Nitrazepam	
DB00268	DB06690	Nitrous oxide	
DB00268	DB06713	Norelgestromin	
DB00268	DB00957	Norgestimate	
DB00268	DB00540	Nortriptyline	
DB00268	DB00768	Olopatadine	
DB00268	DB01173	Orphenadrine	
DB00268	DB00842	Oxazepam	
DB00268	DB00497	Oxycodone	
DB00268	DB01192	Oxymorphone	
DB00268	DB00022	Peginterferon alfa-2b	
DB00268	DB00312	Pentobarbital	
DB00268	DB08883	Perampanel	
DB00268	DB00454	Pethidine	
DB00268	DB00252	Phenytoin	
DB00268	DB00592	Piperazine	
DB00268	DB01621	Pipotiazine	
DB00268	DB06153	Pizotifen	
DB00268	DB08910	Pomalidomide	
DB00268	DB00230	Pregabalin	
DB00268	DB01069	Promethazine	
DB00268	DB00818	Propofol	
DB00268	DB00344	Protriptyline	
DB00268	DB01589	Quazepam	
DB00268	DB00980	Ramelteon	
DB00268	DB00899	Remifentanil	
DB00268	DB00206	Reserpine	
DB00268	DB00747	Scopolamine	
DB00268	DB00418	Secobarbital	
DB00268	DB01236	Sevoflurane	
DB00268	DB00708	Sufentanil	
DB00268	DB00391	Sulpiride	
DB00268	DB09034	Suvorexant	
DB00268	DB06204	Tapentadol	
DB00268	DB00231	Temazepam	
DB00268	DB08880	Teriflunomide	
DB00268	DB04844	Tetrabenazine	
DB00268	DB01041	Thalidomide	
DB00268	DB00906	Tiagabine	
DB00268	DB00697	Tizanidine	
DB00268	DB00323	Tolcapone	
DB00268	DB00273	Topiramate	
DB00268	DB00193	Tramadol	
DB00268	DB00897	Triazolam	
DB00268	DB00726	Trimipramine	
DB00268	DB00427	Triprolidine	
DB00268	DB08881	Vemurafenib	
DB00268	DB01080	Vigabatrin	
DB00268	DB00962	Zaleplon	
DB00268	DB06283	Ziconotide	
DB00268	DB00425	Zolpidem	
DB00268	DB00909	Zonisamide	
DB00268	DB01198	Zopiclone	
DB00270	DB00346	Alfuzosin	
DB00270	DB01143	Amifostine	
DB00270	DB01351	Amobarbital	
DB00270	DB00673	Aprepitant	
DB00270	DB01238	Aripiprazole	
DB00270	DB00732	Atracurium	
DB00270	DB03880	Batimastat	
DB00270	DB00559	Bosentan	
DB00270	DB00237	Butabarbital	
DB00270	DB00241	Butalbital	
DB00270	DB01353	Butethal	
DB00270	DB00258	Calcium Acetate	
DB00270	DB06724	Calcium carbonate	
DB00270	DB01164	Calcium Chloride	
DB00270	DB00564	Carbamazepine	
DB00270	DB00501	Cimetidine	
DB00270	DB00565	Cisatracurium Besylate	
DB00270	DB01211	Clarithromycin	
DB00270	DB00758	Clopidogrel	
DB00270	DB00872	Conivaptan	
DB00270	DB08912	Dabrafenib	
DB00270	DB04884	Dapoxetine	
DB00270	DB01254	Dasatinib	
DB00270	DB01609	Deferasirox	
DB00270	DB01119	Diazoxide	
DB00270	DB00590	Doxazosin	
DB00270	DB00476	Duloxetine	
DB00270	DB00625	Efavirenz	
DB00270	DB00196	Fluconazole	
DB00270	DB06717	Fosaprepitant	
DB00270	DB01320	Fosphenytoin	
DB00270	DB01354	Heptabarbital	
DB00270	DB01355	Hexobarbital	
DB00270	DB00956	Hydrocodone	
DB00270	DB00677	Isoflurophate	
DB00270	DB01167	Itraconazole	
DB00270	DB08820	Ivacaftor	
DB00270	DB08827	Lomitapide	
DB00270	DB08933	LULICONAZOLE	
DB00270	DB01377	Magnesium oxide	
DB00270	DB01397	Magnesium salicylate	
DB00270	DB01065	Melatonin	
DB00270	DB00474	Methohexital	
DB00270	DB00422	Methylphenidate	
DB00270	DB00834	Mifepristone	
DB00270	DB00648	Mitotane	
DB00270	DB00607	Nafcillin	
DB00270	DB00325	Nitroprusside	
DB00270	DB08935	Obinutuzumab	
DB00270	DB01337	Pancuronium	
DB00270	DB00312	Pentobarbital	
DB00270	DB00806	Pentoxifylline	
DB00270	DB01174	Phenobarbital	
DB00270	DB00925	Phenoxybenzamine	
DB00270	DB00692	Phentolamine	
DB00270	DB00252	Phenytoin	
DB00270	DB01100	Pimozide	
DB00270	DB01263	Posaconazole	
DB00270	DB00457	Prazosin	
DB00270	DB00794	Primidone	
DB00270	DB01045	Rifampicin	
DB00270	DB01201	Rifapentine	
DB00270	DB00734	Risperidone	
DB00270	DB00073	Rituximab	
DB00270	DB00728	Rocuronium	
DB00270	DB00418	Secobarbital	
DB00270	DB06207	Silodosin	
DB00270	DB09036	Siltuximab	
DB00270	DB06290	Simeprevir	
DB00270	DB00263	Sulfisoxazole	
DB00270	DB00820	Tadalafil	
DB00270	DB00706	Tamsulosin	
DB00270	DB00976	Telithromycin	
DB00270	DB01162	Terazosin	
DB00270	DB06273	Tocilizumab	
DB00270	DB00862	Vardenafil	
DB00270	DB01339	Vecuronium	
DB00270	DB00582	Voriconazole	
DB00270	DB01392	Yohimbine	
DB00271	DB00041	Aldesleukin	
DB00273	DB00819	Acetazolamide	
DB00273	DB00945	Acetylsalicylic acid	
DB00273	DB08897	Aclidinium	
DB00273	DB00321	Amitriptyline	
DB00273	DB00543	Amoxapine	
DB00273	DB00182	Amphetamine	
DB00273	DB01238	Aripiprazole	
DB00273	DB00572	Atropine	
DB00273	DB08822	Azilsartan medoxomil	
DB00273	DB00436	Bendroflumethiazide	
DB00273	DB00245	Benzatropine	
DB00273	DB00835	Brompheniramine	
DB00273	DB00887	Bumetanide	
DB00273	DB00921	Buprenorphine	
DB00273	DB00564	Carbamazepine	
DB00273	DB00748	Carbinoxamine	
DB00273	DB01560	Cathinone	
DB00273	DB00341	Cetirizine	
DB00273	DB00880	Chlorothiazide	
DB00273	DB01114	Chlorphenamine	
DB00273	DB00477	Chlorpromazine	
DB00273	DB00310	Chlorthalidone	
DB00273	DB00283	Clemastine	
DB00273	DB00771	Clidinium	
DB00273	DB01242	Clomipramine	
DB00273	DB00363	Clozapine	
DB00273	DB01176	Cyclizine	
DB00273	DB00924	Cyclobenzaprine	
DB00273	DB00979	Cyclopentolate	
DB00273	DB00434	Cyproheptadine	
DB00273	DB00496	Darifenacin	
DB00273	DB01151	Desipramine	
DB00273	DB00967	Desloratadine	
DB00273	DB00304	Desogestrel	
DB00273	DB00405	Dexbrompheniramine	
DB00273	DB01144	Diclofenamide	
DB00273	DB00804	Dicyclomine	
DB00273	DB01501	Difenoxin	
DB00273	DB00985	Dimenhydrinate	
DB00273	DB01081	Diphenoxylate	
DB00273	DB00280	Disopyramide	
DB00273	DB00366	Doxylamine	
DB00273	DB00470	Dronabinol	
DB00273	DB00450	Droperidol	
DB00273	DB01395	Drospirenone	
DB00273	DB00903	Ethacrynic acid	
DB00273	DB00898	Ethanol	
DB00273	DB00977	Ethinyl Estradiol	
DB00273	DB00311	Ethoxzolamide	
DB00273	DB00823	Ethynodiol	
DB00273	DB00294	Etonogestrel	
DB00273	DB01288	Fenoterol	
DB00273	DB06702	Fesoterodine	
DB00273	DB00950	Fexofenadine	
DB00273	DB01148	Flavoxate	
DB00273	DB01195	Flecainide	
DB00273	DB00875	Flupentixol	
DB00273	DB01320	Fosphenytoin	
DB00273	DB00695	Furosemide	
DB00273	DB00986	Glycopyrrolate	
DB00273	DB00502	Haloperidol	
DB00273	DB00999	Hydrochlorothiazide	
DB00273	DB00956	Hydrocodone	
DB00273	DB00557	Hydroxyzine	
DB00273	DB00424	Hyoscyamine	
DB00273	DB00458	Imipramine	
DB00273	DB00808	Indapamide	
DB00273	DB00332	Ipratropium bromide	
DB00273	DB01247	Isocarboxazid	
DB00273	DB00920	Ketotifen	
DB00273	DB01106	Levocabastine	
DB00273	DB06282	Levocetirizine	
DB00273	DB00367	Levonorgestrel	
DB00273	DB01356	Lithium	
DB00273	DB00455	Loratadine	
DB00273	DB00408	Loxapine	
DB00273	DB00653	Magnesium Sulfate	
DB00273	DB00934	Maprotiline	
DB00273	DB00737	Meclizine	
DB00273	DB00603	Medroxyprogesterone Acetate	
DB00273	DB00358	Mefloquine	
DB00273	DB01043	Memantine	
DB00273	DB04843	Mepenzolate	
DB00273	DB01357	Mestranol	
DB00273	DB00331	Metformin	
DB00273	DB01403	Methotrimeprazine	
DB00273	DB00232	Methyclothiazide	
DB00273	DB00524	Metolazone	
DB00273	DB00765	Metyrosine	
DB00273	DB06148	Mianserin	
DB00273	DB00370	Mirtazapine	
DB00273	DB01171	Moclobemide	
DB00273	DB00486	Nabilone	
DB00273	DB06713	Norelgestromin	
DB00273	DB00717	Norethindrone	
DB00273	DB00957	Norgestimate	
DB00273	DB00540	Nortriptyline	
DB00273	DB00334	Olanzapine	
DB00273	DB00768	Olopatadine	
DB00273	DB01083	Orlistat	
DB00273	DB01173	Orphenadrine	
DB00273	DB01062	Oxybutynin	
DB00273	DB08883	Perampanel	
DB00273	DB00850	Perphenazine	
DB00273	DB00780	Phenelzine	
DB00273	DB00252	Phenytoin	
DB00273	DB01100	Pimozide	
DB00273	DB06153	Pizotifen	
DB00273	DB00413	Pramipexole	
DB00273	DB00794	Primidone	
DB00273	DB00433	Prochlorperazine	
DB00273	DB00387	Procyclidine	
DB00273	DB00420	Promazine	
DB00273	DB01069	Promethazine	
DB00273	DB00782	Propantheline	
DB00273	DB00344	Protriptyline	
DB00273	DB01224	Quetiapine	
DB00273	DB00908	Quinidine	
DB00273	DB00734	Risperidone	
DB00273	DB00268	Ropinirole	
DB00273	DB05271	Rotigotine	
DB00273	DB06201	Rufinamide	
DB00273	DB01001	Salbutamol	
DB00273	DB01398	Salicylate-sodium	
DB00273	DB06335	Saxagliptin	
DB00273	DB00747	Scopolamine	
DB00273	DB01591	Solifenacin	
DB00273	DB09034	Suvorexant	
DB00273	DB06204	Tapentadol	
DB00273	DB01041	Thalidomide	
DB00273	DB00679	Thioridazine	
DB00273	DB01623	Thiothixene	
DB00273	DB01409	Tiotropium	
DB00273	DB01036	Tolterodine	
DB00273	DB00214	Torasemide	
DB00273	DB00752	Tranylcypromine	
DB00273	DB00831	Trifluoperazine	
DB00273	DB00376	Trihexyphenidyl	
DB00273	DB00726	Trimipramine	
DB00273	DB00427	Triprolidine	
DB00273	DB00209	Trospium	
DB00273	DB08867	Ulipristal	
DB00273	DB00313	Valproic Acid	
DB00273	DB00425	Zolpidem	
DB00273	DB01624	Zuclopenthixol	
DB00274	DB01418	Acenocoumarol	
DB00274	DB01032	Probenecid	
DB00275	DB00346	Alfuzosin	
DB00275	DB09026	Aliskiren	
DB00275	DB01143	Amifostine	
DB00275	DB00237	Butabarbital	
DB00275	DB01353	Butethal	
DB00275	DB08907	Canagliflozin	
DB00275	DB00930	Colesevelam	
DB00275	DB04884	Dapoxetine	
DB00275	DB01119	Diazoxide	
DB00275	DB00476	Duloxetine	
DB00275	DB06210	Eltrombopag	
DB00275	DB00700	Eplerenone	
DB00275	DB01109	Heparin	
DB00275	DB01354	Heptabarbital	
DB00275	DB01355	Hexobarbital	
DB00275	DB01356	Lithium	
DB00275	DB00474	Methohexital	
DB00275	DB00422	Methylphenidate	
DB00275	DB08935	Obinutuzumab	
DB00275	DB00312	Pentobarbital	
DB00275	DB00806	Pentoxifylline	
DB00275	DB00794	Primidone	
DB00275	DB00734	Risperidone	
DB00275	DB00073	Rituximab	
DB00275	DB00418	Secobarbital	
DB00275	DB00820	Tadalafil	
DB00275	DB08880	Teriflunomide	
DB00275	DB06212	Tolvaptan	
DB00275	DB00440	Trimethoprim	
DB00275	DB00862	Vardenafil	
DB00275	DB01392	Yohimbine	
DB00276	DB00363	Clozapine	
